# avg_r,avg_g
83.26,67.20
90.66,78.63
77.64,92.96
65.68,84.30
79.08,70.10
82.58,69.23
79.98,85.30
80.03,79.91
82.78,72.24
91.23,84.53
72.81,94.08
84.00,67.29
80.02,74.87
85.37,78.21
69.03,74.01
77.89,85.92
86.85,66.52
84.96,89.76
85.47,70.72
71.77,70.85
75.58,72.27
87.37,77.94
101.05,72.18
90.93,75.98
90.34,71.15
79.26,86.09
88.44,80.21
91.00,60.90
66.92,71.32
86.14,88.94
76.53,86.74
81.56,65.68
75.10,67.13
87.63,76.81
89.71,72.01
78.58,68.48
73.29,73.24
80.77,82.04
82.51,68.04
87.75,61.73
90.95,80.71
80.75,73.55
80.26,81.80
84.27,83.52
66.92,72.22
93.25,68.16
85.81,75.26
81.78,84.68
70.55,64.11
78.22,93.60
83.16,71.94
69.31,85.01
85.89,76.32
74.99,82.99
86.71,73.37
104.86,68.70
69.26,80.41
89.57,79.03
76.06,80.82
71.79,86.18
62.43,73.64
85.54,72.14
76.04,78.63
91.49,69.93
89.87,80.38
66.41,79.31
79.98,64.36
81.20,74.72
62.09,85.95
75.24,64.11
93.11,50.98
77.27,71.42
73.96,67.56
75.18,77.36
66.26,69.73
74.75,63.46
91.49,77.02
77.61,67.43
73.44,69.20
88.59,63.93
87.14,81.71
79.22,66.58
80.21,84.84
100.30,69.27
79.28,79.08
86.14,71.93
86.95,78.62
76.49,57.98
91.34,69.38
81.20,94.95
77.68,86.14
70.36,63.98
72.04,74.60
77.03,79.71
91.52,70.70
86.24,71.31
64.52,73.70
84.25,86.37
69.59,74.51
79.08,76.09
93.84,81.79
80.95,81.06
76.96,80.04
86.75,72.24
83.70,71.30
80.14,69.58
65.18,75.50
81.78,78.53
76.30,80.75
73.20,83.74
79.52,60.09
91.64,75.81
93.28,75.22
90.57,79.89
71.62,74.57
96.13,54.10
67.98,73.48
80.84,57.40
89.26,69.13
56.02,91.60
79.56,76.62
86.66,79.09
83.48,83.72
80.64,58.63
87.41,96.41
81.14,60.74
79.85,80.29
86.85,77.26
91.13,53.87
89.51,75.91
79.65,74.44
85.64,74.29
94.75,71.13
96.34,80.05
87.61,89.98
91.31,76.65
95.79,68.27
72.02,68.03
81.95,71.86
97.21,81.24
80.90,61.71
86.67,69.69
54.68,75.51
62.00,74.16
78.08,69.59
88.24,78.14
60.34,68.28
80.74,70.53
67.65,79.31
96.16,79.51
76.85,79.07
81.48,85.15
97.79,67.79
91.97,90.57
66.22,72.22
93.42,79.20
83.60,80.46
97.31,74.64
89.23,67.70
86.90,84.36
78.91,83.90
92.26,89.65
104.83,63.73
78.69,82.10
72.68,65.47
92.57,80.51
74.11,67.15
83.18,71.26
67.27,57.98
88.25,84.46
85.85,69.48
85.23,72.25
71.16,88.02
87.25,69.39
73.24,72.43
72.64,88.97
87.82,73.21
99.60,76.69
76.73,63.19
82.86,73.87
74.19,69.01
83.80,73.11
77.87,72.12
77.96,65.39
76.71,68.18
69.16,79.31
75.28,84.80
60.82,81.69
93.46,80.66
78.80,74.32
84.94,68.35
74.70,84.19
87.81,73.08
78.92,79.39
82.70,57.05
77.41,74.65
86.27,78.42
99.67,69.47
87.12,80.83
82.82,68.48
64.56,36.28
93.33,69.33
93.52,75.37
71.96,71.53
85.15,78.78
72.77,69.88
62.87,60.25
71.59,77.33
77.75,63.78
65.94,85.05
80.41,71.58
68.51,62.77
89.74,86.49
72.49,82.77
104.33,86.63
75.64,87.27
78.26,74.24
74.61,68.24
68.40,82.99
82.83,70.00
69.35,59.34
77.65,87.78
95.80,84.17
77.27,88.23
92.40,72.60
90.61,69.48
68.65,65.78
98.74,67.53
78.90,69.45
82.22,75.57
80.41,81.01
72.50,89.86
74.86,83.88
96.67,75.03
69.65,73.50
81.01,83.43
84.41,61.99
82.08,76.14
83.69,64.81
88.94,96.85
74.61,83.86
66.80,84.80
64.99,86.51
67.94,72.09
55.31,69.17
78.27,58.89
89.31,82.68
77.54,77.14
68.01,69.81
87.96,85.59
94.81,66.95
72.89,75.52
83.99,70.36
73.18,85.50
87.58,83.72
81.76,83.21
88.29,89.56
86.14,73.02
88.80,67.94
79.20,78.17
88.96,75.56
64.02,84.26
61.96,76.67
96.91,65.41
87.37,73.41
77.44,83.34
72.36,64.06
83.62,61.48
72.48,75.26
89.09,73.58
76.69,82.10
79.50,66.01
75.01,60.24
73.37,79.87
81.39,82.25
74.63,75.23
74.95,80.86
90.68,86.95
79.75,82.61
85.85,68.56
82.51,79.30
119.40,85.81
92.07,68.75
101.44,64.91
90.49,83.17
79.04,76.08
81.77,67.16
80.47,73.75
85.84,69.33
81.31,62.76
68.71,77.04
76.05,77.97
69.58,81.15
71.08,68.37
73.98,59.77
78.13,91.09
78.85,74.40
76.89,73.04
89.98,75.67
95.44,74.24
81.35,69.64
95.94,65.12
82.08,87.66
89.02,60.41
78.11,75.86
62.60,106.15
96.20,79.47
79.11,80.15
93.06,89.16
83.15,55.07
55.16,61.69
87.56,94.09
81.09,68.08
94.08,81.41
77.65,68.43
74.08,68.16
92.91,69.49
63.45,79.51
88.49,69.15
84.99,87.56
70.85,74.34
82.16,76.28
75.40,82.84
85.58,72.24
96.64,66.45
74.41,74.50
80.82,73.92
77.67,72.45
64.65,69.77
67.87,83.51
71.49,69.64
77.54,73.31
94.21,85.58
81.46,66.09
78.88,76.80
79.24,70.96
82.40,76.50
73.79,73.50
63.69,72.80
81.82,71.60
67.57,80.45
93.84,63.40
81.89,77.85
86.25,73.69
81.85,71.57
86.64,91.74
78.98,66.10
90.18,65.03
88.65,80.20
73.37,102.78
95.38,78.45
74.86,80.93
92.63,85.75
68.48,81.74
94.41,79.82
94.98,64.20
86.57,74.69
92.76,73.62
86.37,82.11
79.24,77.16
64.02,83.17
90.14,61.37
96.62,69.75
85.59,64.02
77.49,65.57
75.99,73.72
73.75,66.70
90.87,69.98
71.40,62.56
78.86,62.68
81.60,79.00
92.46,69.41
85.36,72.21
76.67,84.52
87.09,60.90
77.40,73.42
99.04,86.48
76.13,68.11
79.14,72.80
66.74,83.46
92.65,86.52
80.90,70.28
81.92,72.53
92.21,66.04
84.75,60.03
80.42,69.78
77.83,64.84
78.80,81.76
69.97,69.35
109.05,76.89
91.50,72.87
89.78,83.80
77.97,76.50
89.22,91.21
94.34,73.94
84.69,86.02
77.06,70.09
76.16,75.88
75.83,73.52
90.96,73.61
105.91,87.95
90.40,61.14
81.41,64.24
87.97,83.10
74.94,60.58
93.13,73.81
72.49,74.56
92.17,74.83
74.03,90.59
85.74,80.95
90.60,70.69
93.66,68.73
87.44,62.47
87.86,82.30
68.41,52.55
73.15,89.58
85.84,92.93
78.72,69.05
72.17,75.23
83.53,80.85
76.82,66.20
90.77,79.87
80.36,71.75
87.30,78.52
80.11,76.28
83.99,67.42
76.45,72.42
81.88,69.93
60.85,73.88
88.93,72.73
75.81,88.10
65.66,81.90
75.56,78.15
92.90,75.19
74.32,80.97
88.04,85.93
86.28,74.24
103.53,68.53
86.88,64.35
87.46,77.76
81.59,84.85
84.32,74.87
82.62,92.01
69.56,69.08
84.25,90.09
91.42,68.91
90.03,85.70
80.04,89.31
91.50,68.86
75.61,63.25
80.82,77.43
99.29,77.32
84.71,89.74
93.50,71.73
78.59,64.37
66.62,72.70
75.91,71.45
78.83,67.58
74.84,57.58
72.39,67.36
73.25,77.42
87.72,73.64
77.44,67.14
73.84,84.61
76.50,80.48
88.60,66.57
75.10,54.33
85.04,68.80
82.96,87.68
82.61,79.22
90.04,56.93
76.28,81.24
78.92,70.18
79.71,74.92
95.38,88.08
93.38,78.03
84.71,69.67
84.31,67.40
98.88,66.83
79.94,79.87
90.14,75.36
76.26,99.43
78.39,68.63
70.53,85.65
77.37,78.07
81.39,76.53
70.98,73.97
78.51,60.77
79.77,73.94
82.92,79.00
66.43,77.46
58.41,92.63
77.07,78.74
91.53,66.98
79.24,77.43
90.97,73.69
76.35,77.22
75.47,68.49
83.67,87.27
86.37,75.68
77.00,84.74
79.08,76.41
89.75,78.35
90.55,69.29
76.89,68.45
73.73,74.59
75.17,81.09
71.29,76.50
69.26,72.98
91.77,92.68
92.48,65.34
102.69,76.78
60.88,85.17
86.28,79.90
81.34,83.71
66.18,73.44
87.37,85.49
71.40,76.26
80.97,74.20
71.81,74.28
71.61,75.96
64.45,81.78
81.40,75.02
88.77,55.61
89.26,74.03
92.47,78.18
89.68,62.75
86.71,82.87
81.07,80.75
93.59,72.27
75.04,66.80
71.86,72.66
74.33,79.45
87.47,70.40
90.07,81.88
94.93,72.17
57.07,65.33
83.34,75.36
61.28,70.90
87.92,59.54
68.16,90.96
81.38,64.53
74.31,84.39
78.16,73.32
75.18,68.69
110.51,84.93
76.23,87.89
79.24,76.18
92.48,63.46
93.17,71.71
53.26,75.82
78.49,80.39
81.36,70.35
70.49,79.06
90.80,83.57
76.03,56.98
81.34,72.46
81.90,68.85
85.88,71.56
84.18,71.37
73.84,79.37
94.43,66.18
94.89,78.40
98.05,71.23
66.22,87.71
73.86,75.59
83.42,72.98
72.93,72.62
80.11,95.15
89.29,66.90
91.91,87.92
86.57,76.79
93.20,73.27
77.36,75.43
82.38,72.88
88.22,89.09
60.87,84.77
87.97,67.19
77.48,69.50
58.16,65.25
77.90,82.76
82.12,84.23
71.62,71.90
84.09,76.18
68.31,75.32
76.17,78.66
84.30,84.34
80.00,70.87
74.84,80.98
72.10,70.90
85.96,88.55
84.13,71.07
80.11,82.82
70.18,72.55
74.34,70.31
85.12,68.56
72.93,87.70
72.72,73.90
76.12,70.70
78.13,65.98
88.15,70.92
86.91,80.65
84.27,64.80
81.19,60.14
78.96,79.81
69.92,81.82
77.62,73.74
73.94,83.14
91.87,69.14
90.02,79.33
79.17,68.42
67.17,80.88
75.64,70.76
84.88,77.94
63.42,97.99
59.41,66.25
81.70,71.93
80.07,56.78
70.64,77.33
80.28,72.32
82.58,74.42
76.70,80.17
99.09,77.11
82.78,78.48
77.43,73.11
74.67,73.87
79.59,71.81
78.75,63.42
81.29,79.20
85.09,64.84
89.22,69.96
72.53,75.07
80.69,73.60
80.13,62.18
83.83,90.95
61.07,78.96
63.09,73.79
78.98,91.66
99.80,71.79
80.39,79.29
79.72,84.81
77.53,80.28
76.95,76.73
82.55,69.08
69.56,64.54
86.27,68.53
69.60,68.87
81.71,79.26
90.49,70.53
83.15,80.09
89.16,67.77
66.13,64.45
73.42,65.04
61.20,75.68
87.49,80.90
63.17,74.80
93.21,81.33
86.86,77.78
73.83,79.21
92.21,78.72
72.14,75.63
77.64,64.23
77.18,65.09
95.51,65.98
78.23,79.35
84.81,78.54
74.41,56.65
68.53,72.46
64.59,66.98
77.55,75.92
77.40,77.78
81.09,76.23
82.84,82.90
75.93,76.85
77.55,88.96
80.69,81.86
88.06,64.58
81.78,78.31
83.88,72.78
72.82,75.55
63.66,74.87
80.44,70.34
77.40,73.75
89.11,89.48
73.86,78.57
75.09,67.40
87.98,75.88
72.02,77.99
97.55,72.34
98.45,84.45
79.84,87.31
82.11,57.91
100.37,71.69
62.58,82.83
74.75,75.19
94.29,69.84
86.26,84.34
82.58,75.47
76.96,79.78
79.82,68.33
74.24,81.73
96.69,65.07
86.53,79.20
84.19,74.93
87.55,61.86
79.32,64.44
82.33,74.47
84.01,70.79
75.20,82.40
78.61,80.46
75.50,71.81
84.93,87.75
64.39,78.11
75.32,72.74
94.87,63.81
91.61,81.87
95.08,71.22
70.10,75.17
74.40,87.51
89.23,71.99
65.27,67.08
75.34,86.15
81.78,70.01
86.70,61.74
87.33,68.69
61.90,76.00
92.13,72.73
101.52,94.09
80.60,73.90
87.84,76.84
79.67,74.18
90.88,78.38
63.27,71.59
90.55,60.03
91.66,86.13
60.81,76.56
79.68,70.75
80.13,74.20
78.47,76.70
81.93,86.54
82.46,82.85
70.35,65.97
82.01,71.92
71.74,70.25
77.36,74.24
85.32,73.21
87.12,75.42
77.49,62.16
73.29,68.15
86.69,82.33
86.14,86.30
79.12,53.41
63.39,75.26
82.45,76.42
55.98,97.27
91.27,84.69
76.58,71.31
76.05,83.10
84.56,75.16
70.91,70.66
88.65,82.72
89.44,73.61
84.15,69.69
88.89,74.20
88.20,74.31
83.52,65.88
73.48,76.74
89.43,87.20
78.52,67.52
76.26,75.68
74.02,82.34
79.29,80.45
82.67,75.38
95.26,69.26
81.45,78.50
85.56,70.43
80.75,67.21
80.07,87.99
67.40,74.84
92.05,62.82
70.02,67.17
90.37,82.16
83.87,76.40
66.03,73.34
78.54,78.66
84.67,95.07
76.86,80.74
61.79,69.51
95.05,69.29
79.46,69.88
88.69,73.77
89.49,79.79
90.04,53.16
81.03,74.80
82.65,66.24
81.02,91.98
79.52,68.51
74.57,72.26
87.73,72.16
85.33,79.50
93.22,70.41
79.82,89.97
89.28,83.32
77.99,66.36
79.96,75.55
69.06,78.17
86.36,78.39
70.14,72.18
77.49,59.44
78.32,61.80
73.36,86.51
83.32,73.99
71.01,78.37
83.59,78.83
66.92,72.81
91.28,65.27
84.75,85.31
93.79,76.89
77.68,68.81
95.10,70.36
89.04,74.85
85.71,82.30
86.11,86.55
74.31,96.62
87.51,79.00
93.56,64.93
85.64,80.89
89.67,66.10
81.81,67.30
78.58,71.39
89.64,81.96
82.24,74.06
84.66,87.02
82.79,84.52
87.59,83.23
71.09,81.03
69.97,77.67
76.64,71.13
76.48,77.52
85.54,63.45
83.19,91.31
83.10,71.32
88.69,72.45
100.89,74.05
84.88,84.22
80.33,82.32
87.28,82.53
82.21,76.37
73.62,63.58
75.93,78.06
71.57,80.79
78.73,75.56
73.99,72.48
76.98,86.14
77.68,87.39
77.54,68.32
91.95,78.26
70.87,68.03
84.91,63.48
78.65,81.12
76.09,83.98
70.26,74.22
73.94,73.78
63.46,66.98
76.92,91.84
69.05,69.44
86.69,88.68
85.17,71.61
61.86,71.22
62.31,72.00
69.31,72.52
82.78,81.16
95.24,76.67
72.37,73.27
81.38,86.65
72.88,75.44
64.83,85.76
80.76,83.03
86.50,69.91
102.16,75.91
79.67,82.50
77.97,87.95
83.91,83.64
104.01,58.62
80.22,61.33
95.56,74.99
79.46,68.86
94.49,66.51
86.55,73.09
71.62,73.42
74.56,79.85
90.24,73.91
73.20,78.40
64.75,65.57
66.17,90.46
75.72,63.21
85.57,60.85
81.37,60.31
98.40,82.89
89.24,65.55
87.88,84.06
80.48,80.25
86.50,54.84
76.03,64.12
79.19,58.29
71.31,82.70
77.37,65.58
81.64,68.52
80.46,75.69
67.25,80.28
84.76,79.18
74.86,76.80
69.06,76.58
84.98,65.45
76.61,75.24
88.89,75.31
85.92,89.96
69.58,62.54
91.52,71.35
74.51,69.82
86.09,72.52
90.30,65.30
71.45,77.15
63.33,64.43
79.46,81.84
90.42,75.54
85.21,74.40
87.83,79.97
78.84,71.28
78.57,71.63
73.46,79.14
68.20,84.40
83.29,78.17
87.69,72.72
81.91,67.72
84.31,85.91
90.40,71.60
81.32,81.32
70.22,78.11
82.73,69.18
69.70,78.56
82.97,74.73
80.70,61.83
65.46,79.71
90.38,77.87
83.88,73.72
72.72,62.36
90.08,65.43
82.62,76.30
58.64,67.35
57.10,55.95
70.96,82.38
92.75,72.10
73.38,60.39
94.04,77.21
66.24,75.26
72.17,71.70
96.07,83.84
89.39,73.78
78.46,77.47
88.05,84.88
82.62,69.42
78.97,70.41
75.13,68.96
84.96,68.36
81.91,64.01
87.04,70.56
72.73,74.10
73.49,76.54
87.38,77.55
83.20,73.90
79.18,75.55
85.74,87.83
75.45,80.15
80.47,64.42
68.69,78.11
79.88,64.90
86.34,68.45
79.43,61.55
78.21,80.97
85.05,67.14
85.67,71.87
87.31,84.67
64.91,72.47
96.02,72.25
81.80,87.98
92.13,85.97
108.59,71.44
81.30,68.06
74.98,86.53
89.84,77.34
86.84,86.83
73.49,77.32
89.17,84.38
75.53,65.68
95.27,67.42
71.16,73.18
57.01,74.45
92.77,77.03
73.03,76.10
84.74,50.25
75.42,84.55
74.46,77.59
81.56,67.54
77.65,80.33
60.14,70.73
78.82,72.99
90.01,53.80
71.43,68.55
83.91,69.37
79.67,84.52
41.78,62.48
75.66,71.73
86.00,59.17
83.66,72.80
87.36,61.94
81.93,72.11
90.24,77.83
79.29,71.18
60.86,72.70
73.44,72.60
73.63,63.86
69.54,86.37
85.72,90.74
70.35,68.78
79.05,67.71
84.19,76.35
89.00,80.26
80.50,76.80
86.63,71.97
82.78,75.36
74.04,62.99
83.87,81.84
66.35,75.94
74.72,61.66
74.67,78.36
70.32,70.82
102.05,53.28
73.69,70.57
79.32,65.52
91.45,70.69
79.20,67.92
84.13,72.48
77.96,63.19
90.60,66.37
75.67,81.76
65.56,58.62
76.27,76.76
91.66,83.34
79.25,77.09
86.75,76.25
88.40,76.62
75.01,90.97
82.42,90.55
59.27,71.07
68.88,68.82
77.12,67.61
79.60,79.21
86.55,73.06
79.97,100.32
90.48,76.59
67.23,73.55
79.62,79.06
77.00,87.29
84.65,83.36
76.69,78.00
64.07,83.68
69.72,82.45
89.86,81.19
76.08,78.92
83.56,69.02
90.20,67.85
83.48,76.03
92.82,67.74
98.90,78.89
103.68,80.42
81.75,64.03
78.89,74.21
86.36,62.73
85.85,59.57
102.20,73.05
86.65,78.94
86.48,79.56
67.51,65.78
98.83,72.26
71.49,84.82
79.25,81.42
93.22,73.13
83.32,81.45
78.59,81.77
77.80,49.77
92.13,74.97
77.93,84.86
72.21,82.98
75.82,67.58
68.79,83.19
74.13,75.24
86.10,75.86
88.63,66.83
82.69,84.91
58.31,72.90
77.77,78.60
93.36,70.85
63.65,68.00
71.16,62.58
81.93,68.81
89.04,76.87
78.96,91.72
89.48,72.09
85.51,72.57
79.37,80.97
85.43,56.80
78.36,60.10
95.83,74.97
67.45,75.65
91.71,76.15
67.45,72.50
78.67,84.23
69.85,81.77
78.22,71.00
85.85,56.61
78.61,76.15
88.87,78.36
65.63,59.56
78.50,80.68
87.18,72.42
98.34,71.33
79.34,84.44
86.33,79.43
83.98,78.53
82.78,70.03
78.88,79.24
83.28,94.79
75.55,87.44
76.10,73.87
74.22,78.07
79.54,81.25
69.65,57.65
74.00,72.02
66.80,77.34
90.72,92.08
88.04,84.27
77.24,75.46
86.23,83.44
68.52,87.74
86.57,56.28
81.33,81.57
78.66,83.17
79.18,49.53
88.55,75.69
68.83,78.41
97.88,86.31
91.33,54.90
92.44,63.96
67.17,64.77
92.60,86.34
73.42,83.04
77.24,84.70
78.61,90.90
86.84,71.33
78.24,76.39
77.06,77.45
65.11,72.16
73.05,65.81
70.50,84.09
88.84,77.50
89.88,79.08
65.50,71.20
86.64,79.97
87.67,79.85
84.35,74.72
68.53,73.76
88.26,76.29
86.43,59.67
72.11,69.69
103.91,98.16
92.55,76.33
74.06,64.07
78.15,69.91
72.34,79.67
72.32,72.19
84.17,91.62
70.71,81.84
68.83,88.41
74.11,61.99
94.38,76.92
83.06,79.93
80.29,91.00
84.06,81.29
90.72,80.22
88.09,77.68
85.32,85.88
81.12,66.99
81.63,73.11
81.01,93.28
94.08,73.45
83.65,95.35
92.69,59.56
101.49,86.44
97.81,67.34
78.55,74.91
86.04,70.56
90.40,81.35
80.95,58.45
88.49,63.74
94.11,76.02
82.54,76.89
83.26,86.52
92.93,64.52
93.64,79.32
70.33,67.81
83.42,70.55
75.38,78.01
82.23,73.61
69.33,79.58
79.15,81.13
102.02,82.59
83.76,87.52
78.93,74.28
68.82,77.93
90.70,72.79
73.18,70.75
82.20,73.13
92.89,73.58
73.23,85.47
88.73,73.03
81.72,81.28
67.55,83.47
71.27,76.01
87.39,83.26
86.51,90.83
85.61,82.49
88.17,74.00
93.31,72.91
85.14,70.56
67.46,69.26
81.19,85.39
85.85,88.31
75.22,75.07
78.29,80.21
79.49,77.38
85.57,98.20
82.27,82.36
91.38,88.43
85.92,70.75
97.01,83.90
77.21,88.43
77.75,86.32
72.18,78.19
79.28,82.85
76.53,85.37
87.71,89.71
86.89,75.90
72.80,73.04
76.24,59.61
80.72,51.23
89.09,76.11
81.50,74.17
68.70,93.06
59.41,71.71
90.68,90.22
92.46,-0.82
148.48,65.89
32.65,82.08
93.08,32.15
99.13,40.97
116.19,40.51
-8.31,117.43
12.43,56.13
35.39,87.16
90.16,117.68
124.47,108.47
29.39,98.78
2.94,92.43
119.84,32.74
67.79,14.09
21.70,135.07
73.72,144.72
134.46,73.83
81.05,122.46
54.43,66.39
146.80,129.88
72.03,83.88
114.74,135.95
90.85,38.82
31.04,129.26
84.45,131.83
48.62,142.67
58.68,111.70
14.26,94.34
89.01,44.65
131.77,131.42
148.72,-1.78
149.60,48.35
5.25,27.22
127.23,25.06
116.07,14.04
41.25,113.55
55.00,117.50
112.06,38.19
1.00,125.92
42.54,23.26
8.80,23.45
121.22,136.26
-0.90,59.28
60.44,40.59
-1.63,12.88
124.02,78.46
19.21,50.03
107.44,19.27
141.03,85.48
67.88,18.39
122.53,128.87
133.58,149.29
148.89,20.81
2.92,-6.64
59.44,74.48
88.38,128.92
12.75,132.84
90.73,2.45
70.95,139.86
97.60,79.85
17.51,82.06
87.47,38.72
81.82,79.49
45.40,75.58
-3.48,78.74
78.69,-5.27
29.74,145.27
137.67,52.73
58.14,127.63
92.81,111.36
86.77,36.91
2.42,140.59
99.97,27.78
75.52,95.03
-7.07,45.80
140.71,98.42
102.88,90.88
102.85,25.32
132.36,115.66
90.17,68.23
130.17,128.39
149.17,100.90
44.81,23.83
10.42,86.12
35.76,134.25
117.84,95.57
116.23,148.96
12.94,144.86
81.70,148.74
5.33,82.55
107.96,81.27
10.19,-6.47
62.78,73.08
54.92,19.45
-2.02,41.65
45.04,123.39
4.59,14.78
103.52,59.32
85.67,5.33
